"subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "V552" "activity"
"11" 11 2 0.263717830188608 -0.0279011695932722 -0.120544756609494 -0.226716570625949 -0.0136598627738924 -0.214091993491139 0.879072088449367 -0.278680813759494 -0.139217683170797 -0.944682352246835 -0.9207447 -0.902410086455696 0.0649372089904114 0.0154660078881329 -0.00424833203243671 -0.350389964598101 -0.297003718031329 -0.62104757839557 -0.00811933379335443 -0.0837362426356329 0.0636242950627532 -0.445258545838608 -0.420533446933544 -0.213472340937405 -0.107093505169399 -0.0404364550117089 -0.0577925065035443 -0.517391933854747 -0.678640806708861 -0.551957503193481 -0.0983695172312025 -0.256780093500949 -0.0983695172312025 -0.256780093500949 -0.367603467965506 -0.381566421265823 -0.199867604682057 -0.372691768952848 -0.602654152151899 -0.662829394113924 -0.282488542408576 -0.104083679027215 -0.372404381957595 -0.20720905995443 -0.0327247076199684 -0.197127266137342 -0.42999206897943 -0.13055445989057 -0.210114817134589 -0.37696079708481 -0.319900955647658 -0.583728961613924 -0.382011545585443 -0.321710580720886 -0.657560531455696 -0.312487446490823 -0.410658462936392 -0.400820317925 -0.362980999648101 -0.495821603727848 -0.271718638815823 -0.476132887091772 -0.387994679458861 -0.271342774615823 -0.19429557504 -0.291273564453797 -0.260498019153165 -0.260560775750316 -0.372706996753165 -0.0297740557996203 -0.344798989125316 -0.438502786995886 0.0955555644620253 -0.470860133405063 -0.420367917386076 -0.14591683340225 -0.654820731202532 -0.699358217848101 0.108336572957373 6
"12" 12 6 0.271510293753125 -0.018810783798125 -0.110523772034375 -0.9710466573125 -0.96656311034375 -0.966794521859375 -0.4090487017625 0.66000735621875 0.584721768125 -0.96101933590625 -0.98309259615625 -0.97101556650625 0.0790921425778125 0.0125276085177812 -0.000639328335473438 -0.98520427871875 -0.9790955095625 -0.98413214096875 -0.0229624658160625 -0.0889783414066875 0.111824862984375 -0.9754979055625 -0.97183603496875 -0.97438835196875 -0.1013132800125 -0.0385777346872187 -0.061161847553125 -0.97975380271875 -0.98635303584375 -0.988880858375 -0.96692536359375 -0.956982639815625 -0.96692536359375 -0.956982639815625 -0.984671662875 -0.9817352400625 -0.95674733634375 -0.95587338940625 -0.987144277875 -0.98248997875 -0.97598660440625 -0.97110098109375 -0.97302675325 -0.969430872125 -0.966054498278125 -0.965614325978125 -0.23843848537225 0.172223059358456 0.267564726660938 -0.9851539574375 -0.97914656946875 -0.98159730628125 -0.9866636596875 -0.9806266835 -0.98529275921875 0.0945879566209375 0.042940254203125 0.109516783595625 -0.97068004740625 -0.97612674378125 -0.974008178 -0.97720640196875 -0.96999423109375 -0.97689052021875 0.0438686360009062 -0.0995131293184375 0.149222390109062 -0.966214270915625 -0.958551977615625 0.193781764052812 -0.9815118459375 -0.98091827203125 0.312720541927813 -0.96529670465625 -0.9574509005625 0.043461198651625 -0.9832634246875 -0.98252641271875 0.223242346645625 1
"13" 13 6 0.276363212889297 -0.00609844393284404 -0.112597962529052 -0.95529665617737 -0.922264451929664 -0.928065012211009 -0.394885000801223 0.527482561336391 0.494326585798165 -0.929608118593272 -0.934423839266055 -0.920682717825688 0.0848887675590214 0.0126748424404281 -0.0106339730459052 -0.98006499706422 -0.970004650428135 -0.978690514984709 -0.0137985037806728 -0.0912266560623853 0.130093539223242 -0.962436040214067 -0.961608541987768 -0.957379624495413 -0.10449965855841 -0.0375742220196911 -0.0632174605932722 -0.973621264464832 -0.980581438899083 -0.98286703 -0.904193956504587 -0.905553559238532 -0.904193956504587 -0.905553559238532 -0.978190629877676 -0.973506677767584 -0.921969839357798 -0.933510580764526 -0.98166111235474 -0.975895849541284 -0.962212820366973 -0.938902482501529 -0.9457120282263 -0.953040970394495 -0.91937364869419 -0.92460550066055 -0.268085217946483 0.100571889697951 0.196680172839144 -0.979871151957187 -0.970548951070336 -0.97579699911315 -0.982180590214067 -0.971628255045872 -0.980242566697248 0.0732655189545872 -0.0347397470140979 0.0306297517826606 -0.956894314311927 -0.96615273440367 -0.958625660764526 -0.964512121651376 -0.959666606422018 -0.960979283394495 -0.0273313825465443 -0.133795570052294 0.0638741792007951 -0.929552553651376 -0.908951761314985 0.0734377589790214 -0.973460068379205 -0.972645167400612 0.262650806925688 -0.950568614495413 -0.934744260733945 -0.064684797371529 -0.977208174740061 -0.975763827094801 0.136831273254771 1
"14" 14 2 0.260125633857585 -0.0237043146785718 -0.122373548133746 -0.234278385900619 -0.0445789490295975 -0.229773116608111 0.887074519597523 -0.28258558769969 -0.109800616014467 -0.951304629226006 -0.929169438049536 -0.905482997430341 0.090652634606161 0.0118880299201858 -0.0099107710549226 -0.356606910176471 -0.353896914132198 -0.663607109318885 -0.0507211798637771 -0.0657493839481115 0.0859673965090093 -0.462391686678638 -0.364091810278328 -0.274211091243034 -0.105621153578638 -0.0429645753433437 -0.0598474850504644 -0.573108337567802 -0.69379484873065 -0.570839717056966 -0.116373459690526 -0.268835611148037 -0.116373459690526 -0.268835611148037 -0.405103003003096 -0.388337648618266 -0.1978976170387 -0.358032050221424 -0.630312426226006 -0.692651958876161 -0.288067386535604 -0.159453044482693 -0.41600946552322 -0.216048428767059 -0.0503448906073065 -0.199168087293622 -0.440158553368421 -0.163944815851393 -0.278985128125387 -0.388480915167183 -0.377172788244582 -0.630312285572755 -0.382229074200588 -0.373772400183591 -0.695997261609907 -0.352964778996904 -0.435450018755418 -0.440482075365325 -0.40030406483065 -0.478771293671827 -0.330363679356037 -0.486959527293189 -0.312820469094737 -0.327562201098142 -0.232048774493096 -0.334401483761765 -0.246896576077709 -0.280296915310341 -0.377949575931889 -0.0486986852572755 -0.35833718743839 -0.435020391027864 0.0615710269890093 -0.471934851962848 -0.398328974185449 -0.181412022071084 -0.684770517964396 -0.726610025634675 0.107980846830248 6
"15" 15 2 0.261687717006098 -0.0247396330928963 -0.122976669835671 -0.283638719132317 -0.0423051855597561 -0.129241835492988 0.861757458109756 -0.250332181371951 -0.137840349352348 -0.947462858871951 -0.927666200884146 -0.891849669695122 0.0752088959414634 -0.00154391756426829 -0.00673115231411585 -0.403085810219512 -0.376917917374695 -0.634302703231707 0.0315438754508232 -0.0869571758615854 0.0493620546204573 -0.48015623317378 -0.289685618642073 -0.25481223088872 -0.113424199932835 -0.0410100178993598 -0.0551375845843598 -0.59056264097561 -0.67091748777439 -0.591723305862805 -0.125396292821921 -0.274863379725915 -0.125396292821921 -0.274863379725915 -0.427486129097561 -0.417525517957317 -0.158784451766768 -0.327578335903049 -0.625370002896341 -0.684948049939024 -0.334348753400305 -0.174031641522378 -0.356521777045122 -0.266462662453963 -0.040732552147439 -0.0884550844926829 -0.435433638615854 -0.199408080144512 -0.314565759279524 -0.428135126626524 -0.404788469546341 -0.600143639878049 -0.431756811381098 -0.389683483051829 -0.667733481737805 -0.342000567913476 -0.478720943292683 -0.470241388414634 -0.427731157271341 -0.440421673699085 -0.335312545607012 -0.501817327289634 -0.221461812942073 -0.301293292289329 -0.261803392376006 -0.381149578868902 -0.293396252222866 -0.291064029740549 -0.380322807125 -0.0641618577073171 -0.388876358200915 -0.462053162448171 0.0620333170999695 -0.455635082869817 -0.36387768403872 -0.219290684204573 -0.676269532286585 -0.720222477987805 0.0819237890327439 6
"16" 16 2 0.265526487199454 -0.0253620951489891 -0.117372389721858 -0.214299746092486 -0.0119662288969945 -0.137534492928962 0.874523943797814 -0.287418298603825 -0.153378685746175 -0.95201303204918 -0.926010867240437 -0.908057054234973 0.088782605637541 0.0033327905434153 -0.0146691313762568 -0.3439214132 -0.367883652107623 -0.617868057576503 0.0124347509172131 -0.0940085016764426 0.0690062514103552 -0.48417312706694 -0.289350372483306 -0.213035820010656 -0.11801403792735 -0.0346463392648634 -0.0368136373142623 -0.552974660308743 -0.636541761229508 -0.542425025697268 -0.0814713751308743 -0.194738624983333 -0.0814713751308743 -0.194738624983333 -0.389642524433607 -0.370524619592896 -0.152805315294044 -0.303081060248087 -0.588733851309016 -0.638395822677596 -0.267881390418579 -0.145050208019672 -0.355571691262295 -0.195662527767213 -0.0115191552312295 -0.100705338375055 -0.454083360489071 -0.189112623948634 -0.288687055430839 -0.38006365703306 -0.395014503612295 -0.58630010489071 -0.366027788253552 -0.382085909819399 -0.648307171092896 -0.380175365065574 -0.486912026939891 -0.477124732680328 -0.403994485756284 -0.426606327395219 -0.270289162721311 -0.513164473051913 -0.228753684565574 -0.270575819485246 -0.199975550601913 -0.296254065131148 -0.254936213555738 -0.22784183820929 -0.303091093303279 -0.103742255574645 -0.34378558310765 -0.412113818906393 0.00999220918729508 -0.416257633945628 -0.351746244630601 -0.147961006006721 -0.631415911857923 -0.675197263019126 0.0617616059929781 6
"17" 17 2.92119565217391 0.293568237459239 -0.0181596655403207 -0.109309704749668 0.119790266817041 0.110155386045272 -0.138957497896739 0.913922364347826 -0.191852476355543 -0.0803912037843207 -0.946040872554348 -0.935969517771739 -0.907069907798913 0.071461826957337 0.010232508655163 0.000542425507173913 0.0134583556001359 -0.0683385393480978 -0.359399057260788 -0.0926140118790761 -0.0500488988703804 0.0942127085982609 -0.296748567714674 -0.294487142236141 -0.225084769516467 -0.0721970134322826 -0.0513424634453804 -0.0462519668102446 -0.360415557456522 -0.427156005220543 -0.301956127176549 0.138916225271766 0.12931587706625 0.138916225271766 0.12931587706625 -0.0751680917035054 0.0210146646260598 -0.0749332634294294 -0.205024390526087 -0.378971450004076 -0.413141408564946 0.0735436846527174 0.0927627138156522 -0.16632621806019 0.133970446483832 0.0467165791963859 -0.195965787873641 -0.376661869646739 -0.0109906629657609 0.0840345784842391 -0.021008291688587 -0.09900383555625 -0.295294053672554 -0.0435158740853261 -0.100635227064177 -0.423453459898478 -0.287150779877717 -0.367083888809783 -0.24051490042038 -0.177114917509239 -0.267052418448913 -0.123185930941495 -0.339058694739674 -0.32073946008337 -0.335264063875543 -0.165581989537174 -0.0411326493496739 -0.0226519654008967 0.171882702367391 -0.0746015629021739 0.0503739535030978 0.0525536441900272 -0.0307608896453804 0.0477913589311413 -0.242045498215217 -0.324009133142799 0.0694087281071201 -0.402343483263043 -0.471637172275353 0.12416300209769 5.07880434782609
"18" 18 6 0.261080388755769 -0.020081120003956 -0.0987160493546703 -0.950882097675824 -0.932239865167582 -0.928823656072527 -0.362506963142857 0.553314268881868 0.587262905398901 -0.930839736373626 -0.960961396175824 -0.93651524103022 0.0814063681164835 0.00934514112208791 -0.00138422303173077 -0.976872716703297 -0.967266041346154 -0.974987466538462 -0.0181667391135286 -0.10711088233956 0.123989764239011 -0.95655228503022 -0.953925571401099 -0.959372230906593 -0.100870758185714 -0.0369696392854396 -0.0629517873258242 -0.970240252912088 -0.975899094285714 -0.983585704725275 -0.927308188964286 -0.911415992857143 -0.927308188964286 -0.911415992857143 -0.975538830082418 -0.968417660027473 -0.926050819368132 -0.920984257142857 -0.979101092802198 -0.970649706126374 -0.96003139967033 -0.94332296475 -0.947950205521978 -0.947979350038462 -0.930905513337912 -0.924601870604121 -0.32130505552033 0.0893177693864286 0.145280326194313 -0.976672703736264 -0.967280333186813 -0.971736016346154 -0.979293869203297 -0.969744659368132 -0.976871028873626 0.0981844882141099 -0.0093854701981044 0.0507232797568681 -0.950307735770055 -0.959925016098901 -0.960496160302198 -0.958942254093407 -0.95148131543956 -0.962785154752747 -0.0691670579173352 -0.169942573437995 0.0916942185210714 -0.935037606802198 -0.91405039298544 0.0102069673711538 -0.968899423901099 -0.966959524587912 0.283686815813462 -0.939857008269231 -0.923173190027473 -0.0819469474483242 -0.972326800631868 -0.970477873214286 0.137861537622582 1
"19" 19 3 0.283571690866667 -0.0163014697305861 -0.100136717204167 0.0896261702063889 0.03120398567875 -0.208319248703889 0.929427121194444 -0.160678180437778 -0.0274903920174722 -0.948803854694444 -0.931957813027778 -0.908405586555556 0.0805061333343611 0.00877809953188889 -0.0129579960366667 -0.0626780325285833 -0.0885729929666667 -0.405622721636667 -0.0775385000115417 -0.0549603808680278 0.0960691107464167 -0.337031627059444 -0.350506424136944 -0.278000446910556 -0.06972785735975 -0.0572481715955556 -0.0575237100472778 -0.393258781094167 -0.495183874553722 -0.322629859420833 0.0862466464533056 0.0937482049716667 0.0862466464533056 0.0937482049716667 -0.13094382393425 -0.0520010439524722 -0.134472345565278 -0.267524651434667 -0.432732580733333 -0.472854901396278 0.0178403201183333 0.0347758399497222 -0.231974760804778 0.113306841199444 -0.0386493526396667 -0.261202366790278 -0.405459506010556 0.0111562295613889 0.0895102711965778 -0.0966467667352778 -0.1318633951725 -0.349980454976944 -0.113108459557836 -0.104618693475833 -0.460665535619722 -0.303702426866667 -0.376059267223889 -0.222484586779583 -0.225781677754167 -0.343356495930278 -0.167352637948139 -0.377541982386028 -0.363343744503333 -0.386896588466667 -0.178057948282778 -0.0807057309380833 -0.0133636739202917 0.115942765148333 -0.09223886025775 0.0199818999866389 -0.0347114263135278 -0.0844331231714717 0.0173982294706194 -0.311779236875556 -0.371008742960833 0.0501252002658611 -0.465787240073056 -0.521387269125 0.110062412326028 5
"20" 20 6 0.263319953649717 -0.0301321764315819 -0.103353049477401 -0.958546024067797 -0.935497688700565 -0.947809330531073 -0.362693060615819 0.610381051488701 0.590350863675141 -0.938738477644068 -0.952658899870056 -0.955006433353107 0.0830211893039548 0.0148605615479944 -0.0109465061859774 -0.980244042570621 -0.97075836079096 -0.979445222146893 -0.0144316801589096 -0.0871530243946328 0.133511444514407 -0.969118486525424 -0.962524783050847 -0.960654637259887 -0.100214401903955 -0.03962481105 -0.0665449244036723 -0.978126594548023 -0.979154649915254 -0.986260825028249 -0.936117390220339 -0.929051103209039 -0.936117390220339 -0.929051103209039 -0.978892215677966 -0.974281451327684 -0.937372458163842 -0.941705930169492 -0.98258097319209 -0.976996738841808 -0.964776415875706 -0.948832255892655 -0.960311133898305 -0.956518124491525 -0.933403252022599 -0.945135591033898 -0.260403639241692 0.131273752131073 0.188015987384011 -0.980027704435028 -0.970961061920904 -0.976711974293785 -0.982357944124294 -0.972725939774011 -0.980780354915254 0.133466650290395 0.00753224312429378 0.0661570573218927 -0.965902370141243 -0.967094349152542 -0.963629525310734 -0.970474648728814 -0.960593217033898 -0.963522676016949 -0.0600521647603277 -0.138852895360734 0.119149904372062 -0.945418829638418 -0.931781082949153 0.0904935385257062 -0.974147827570621 -0.973448380367232 0.277177260214124 -0.956948281073446 -0.942629938333333 -0.0404224740939831 -0.978123993813559 -0.976903371186441 0.131044026122316 1
"21" 21 3 0.286488597602941 -0.015249328858962 -0.110455529153431 0.0716982706740196 0.0536123646069608 -0.211250763050074 0.929980833578431 -0.172936965531373 -0.040960986181348 -0.953009619681373 -0.936777757328431 -0.921048833406863 0.099063231046973 0.000548181484901961 -0.00587466541715686 -0.0611669654032108 -0.0713309042428946 -0.395891114828431 -0.0962860347633088 -0.0402819558117868 0.0949474868126226 -0.351128852556373 -0.349232842979412 -0.287567671473039 -0.0758067312541912 -0.0417475495918382 -0.0648496637404412 -0.391487129317402 -0.467057019262255 -0.342755876492892 0.0716770172544363 0.110665114724779 0.0716770172544363 0.110665114724779 -0.132531109389387 -0.0119178514015441 -0.152311742986225 -0.263419950731127 -0.427929331683824 -0.430993451847059 0.0117233603090686 0.0503863715437255 -0.232164379085294 0.0907081076467157 -0.0135515791303922 -0.265644012769804 -0.402282633574755 -0.00102759198602941 0.0847458801340441 -0.0992282649102696 -0.122027086396569 -0.345688192177451 -0.107312922706863 -0.0802109571813725 -0.445319843440686 -0.332414290771078 -0.403698826572083 -0.261625473348529 -0.236549635784559 -0.326506910740196 -0.187633617961765 -0.391763394516422 -0.371872448468627 -0.390825654210784 -0.17300163760098 -0.0358101826542892 -0.0300718518375245 0.127586448730343 -0.0746178572030882 0.0098980272938848 -0.00328371332254902 -0.0331623511340686 0.000935356403872549 -0.301254384138554 -0.37099067481201 0.067358592477598 -0.437421454047794 -0.464262167891912 0.0565156153763995 5
"22" 22 3.06853582554517 0.284461311861371 -0.0148278881933302 -0.102220208156386 0.0186860202261682 -0.0259763191765421 -0.261244903052492 0.927495647009346 -0.137989307423676 -0.0379631747870495 -0.953191027850467 -0.93099110364486 -0.913915045109034 0.103677003939564 -0.0164950712207788 -0.0197582948685358 -0.123575511207788 -0.153155868246075 -0.45091123423109 -0.0516369354691589 -0.0743206316090343 0.0854200172227414 -0.414979480769782 -0.42278493834891 -0.345371158238006 -0.0794181862038629 -0.0560431205313707 -0.0495522213471028 -0.447928598389408 -0.529771434364486 -0.403694680421807 0.0194620787410592 0.0303197144588785 0.0194620787410592 0.0303197144588785 -0.194203614247975 -0.101002987218069 -0.225711510983489 -0.338584486081122 -0.487940048809969 -0.503645551698442 -0.0645951367305607 -0.0342603597429907 -0.286929183364891 0.0465230464246106 -0.0853964175900312 -0.309305758827726 -0.40096047050405 -0.0202324057934579 0.084485281675296 -0.167465867545885 -0.195418619351713 -0.403398506563551 -0.157684750425389 -0.165044172082087 -0.497420130978193 -0.311125581378505 -0.395249253283489 -0.225560870332399 -0.30714975716514 -0.398541235598131 -0.249653797738629 -0.452918648507788 -0.44549525306324 -0.441984224897819 -0.149116819146137 -0.0439147220054517 -0.0235518759478505 0.0466084399981308 -0.141904213361994 0.00906621708912773 -0.0957666209052648 -0.116913024865919 0.0312680773272274 -0.371439841170093 -0.435224641143302 0.0597674031702399 -0.503698376630405 -0.540782376537695 0.0871614627791589 4.79439252336449
"23" 23 4 0.269834390905914 -0.0137323399137903 -0.101249052603495 -0.981045982016129 -0.92629624730914 -0.926004224365591 0.884703540564516 0.0989612470418011 0.143183881676505 -0.978609290564516 -0.956478619758064 -0.944423471212366 0.0758191130147849 0.00596528439766183 -0.00555299232430108 -0.982727278575269 -0.971287553709677 -0.980032669865591 -0.0336649699425269 -0.0818291791847581 0.0905167248219355 -0.978755240672043 -0.961868594489247 -0.954434970456989 -0.0975681472043011 -0.0392309223382796 -0.0552972094250806 -0.98254338983871 -0.984558759408602 -0.981499251747312 -0.948117605806452 -0.930523077983871 -0.948117605806452 -0.930523077983871 -0.979941356370968 -0.976631443360215 -0.947639313951613 -0.947518312817204 -0.985659642446237 -0.982570350860215 -0.980829502446237 -0.942493999811828 -0.948968752774194 -0.981326647903226 -0.923200294172043 -0.920282900621505 -0.0201888544446237 0.0621688365505376 0.088586981652043 -0.983117557311828 -0.971706651747312 -0.977315509462366 -0.983890537553763 -0.97294247327957 -0.981357014193548 0.183351853983602 -0.0737465460150269 -0.0123882210064516 -0.974436665080645 -0.969543165833333 -0.959223824435484 -0.98029976327957 -0.958429763494624 -0.957371101639785 0.0868601248293548 -0.208637089975296 -0.0330902871754032 -0.94573691852957 -0.933611621397849 0.135532311789602 -0.976657095591398 -0.975607376639785 0.284779299411021 -0.962732608306452 -0.947592041365591 -0.0665125130335753 -0.983475092446237 -0.98244079016129 0.180586388962124 2
"24" 24 6 0.270087023897638 -0.0162871118806299 -0.109826555439895 -0.969522769107612 -0.9564469132021 -0.965889559475066 -0.366487482879265 0.719688310131234 0.496171619254593 -0.956222647349081 -0.977249792693176 -0.972736297821522 0.0812699370073491 0.00642473073882677 -0.00237116039506037 -0.981299908818898 -0.972181146036745 -0.9821930667979 -0.0175339945118845 -0.0857610189501312 0.121863514748031 -0.97538853152231 -0.968943031574803 -0.968208652624672 -0.102362168952756 -0.039217591496273 -0.0629946852440945 -0.981653623674541 -0.982332144330709 -0.984893803963255 -0.963721156614173 -0.9537289497979 -0.963721156614173 -0.9537289497979 -0.980890432703412 -0.976479937375328 -0.952238268110236 -0.953262564225722 -0.985147069606299 -0.980093018635171 -0.972202061968504 -0.96036418832021 -0.972122143884514 -0.968601575879265 -0.956779503307087 -0.964667060236221 -0.211014531400375 0.198506730891207 0.22908629067168 -0.981084885301837 -0.972393802965879 -0.979615370446194 -0.983335545905512 -0.97400658488189 -0.983407901154856 0.133446469815748 0.0201308353356142 0.0788425409342782 -0.97167534191601 -0.971629533937008 -0.967956725275591 -0.976732284173228 -0.967898927900262 -0.971248693464567 3.947309304462e-05 -0.131403772419685 0.119727426476903 -0.961192594979003 -0.956544949608924 0.193285891797717 -0.976725191706037 -0.975133846850394 0.282329026965354 -0.964077985721785 -0.954562976587927 -0.0136127522630709 -0.98107693664042 -0.980012864671916 0.186412676964042 1
"25" 25 4 0.27623283405868 -0.0148499589189731 -0.108762869022005 -0.985847132127139 -0.942306623186626 -0.946728139875306 0.886821081295843 0.0949050633015844 0.180372040897531 -0.98176936794621 -0.961449130872861 -0.949615670799511 0.0745651844323472 0.0113509854604621 0.00237149212055257 -0.987022666748166 -0.976250319315403 -0.98419911594132 -0.0407289163787286 -0.0721444088327628 0.0492065207408313 -0.982949339853301 -0.973336606772616 -0.959338184254279 -0.0942571204865526 -0.0404325188196577 -0.0447801707513447 -0.987531230953545 -0.988059700268949 -0.985744258557457 -0.960572523789731 -0.947150773137408 -0.960572523789731 -0.947150773137408 -0.984493551466993 -0.98151223806846 -0.946605283349633 -0.956018613716381 -0.98952167599022 -0.986506295452323 -0.985169476894866 -0.953225817726161 -0.961468128337408 -0.986231053814181 -0.940344454799511 -0.942963285158924 -0.0332947197706357 0.0666523073836186 0.108489533112546 -0.987090337652812 -0.976295315892421 -0.981551268777506 -0.988172210757946 -0.978012109779951 -0.985489037139364 0.198348592015934 -0.0652713252553056 0.013804289722176 -0.979215269608802 -0.976926841784841 -0.962070652102689 -0.984194128337408 -0.971661844449878 -0.962269986185819 0.0631905148728851 -0.19569843750978 -0.0161962866297311 -0.957502054229829 -0.949798658415648 0.142386717762103 -0.980992347628362 -0.981112159266504 0.295630771754768 -0.967575345550122 -0.956423639633252 -0.0766434044368704 -0.987006916919315 -0.98651503608802 0.188126432450978 2
"26" 26 4 0.27607723092602 -0.0112616555124745 -0.10485294313699 -0.98371781630102 -0.932758452408163 -0.937844196173469 0.880208331479592 0.122406168935714 0.140917865046837 -0.979401481709184 -0.953629000737245 -0.944536498193878 0.0749982471370663 -0.000835177113528061 -0.00253503473012245 -0.985669592959184 -0.973852809285714 -0.981664043979592 -0.0378554798721173 -0.0660442514969388 0.0901353188168878 -0.98014563877551 -0.966754369234694 -0.958837524132653 -0.0952300890571429 -0.0419255934897704 -0.0517106461823469 -0.986265959540816 -0.986855743188776 -0.983883687066327 -0.954246848877551 -0.936072647920918 -0.954246848877551 -0.936072647920918 -0.982582616632653 -0.978324195382653 -0.94578860627551 -0.950064243469388 -0.988337792882653 -0.984543881096939 -0.983326030331633 -0.945271616367347 -0.956334735204082 -0.984045182704082 -0.930728107813775 -0.93305029175 -0.0469149765639541 0.0897129001479592 0.0947609157965051 -0.985870485280612 -0.973935439158163 -0.978953422346939 -0.98678484744898 -0.975779869183673 -0.98300513619898 0.186106376756964 -0.0438560797727041 0.0150664554957066 -0.976611168903061 -0.972034142219388 -0.960642389056122 -0.981440282397959 -0.964298733112245 -0.962135588469388 0.0686167783816837 -0.171075110337755 0.0268246971254082 -0.949948130581633 -0.938988187196429 0.134247728278776 -0.978359524107143 -0.977259916045918 0.259576112710153 -0.962524509005102 -0.95105071502551 -0.0368074491670918 -0.985319875331633 -0.984348349132653 0.178197090122041 2
"27" 27 4 0.270435829784574 -0.0126125083513564 -0.106174394163032 -0.982247201542553 -0.935561099917553 -0.948179340797872 0.849711106941489 0.125009687224853 0.190718377070745 -0.977950694707447 -0.957973340178191 -0.953114664468085 0.0772145431571808 0.00517219705631383 -0.00341582768565691 -0.984425293005319 -0.974071672819149 -0.983154437234042 -0.0393536820454787 -0.069746559731117 0.0837833286181915 -0.981796098484043 -0.966701668457447 -0.958860565239362 -0.0959990169308511 -0.0412328646117553 -0.0525608556768032 -0.985631322553192 -0.986606217632979 -0.983528316489362 -0.957061817845745 -0.942529000494681 -0.957061817845745 -0.942529000494681 -0.982519740265957 -0.97927749606383 -0.946677057765957 -0.952011543882979 -0.987752853324468 -0.984716950611702 -0.982082010718085 -0.947837391755319 -0.961532471223404 -0.982473396595745 -0.933388476341489 -0.944800512925532 -0.0700225544279255 0.0509724378250798 0.0680617275404255 -0.984603935159574 -0.974147681675532 -0.980392912712766 -0.985676522712766 -0.975937496196808 -0.984578059494681 0.176774108470585 -0.0618515770276596 0.00378821797021277 -0.978126021542553 -0.972344757287234 -0.961215904015957 -0.983053848111702 -0.963990647260638 -0.961970171835106 0.049242540309734 -0.264048838134309 -0.0298620946053192 -0.953872406755319 -0.945290086869681 0.0797662390623564 -0.97895284412234 -0.978632862925532 0.282864316302846 -0.964946716968085 -0.952329943696809 -0.110611569909309 -0.985509029680851 -0.984504345212766 0.168537864209043 2
